Statistic: File created on: Thu Mar 10 12:52:15 2016

####DATA_SECTION####
####DATA_START####
259;0.000000;10.000000;#
15041;1.000000;11.000000;#
32482;2.000000;12.000000;#
50510;3.000000;13.000000;#
71862;4.000000;14.000000;#
96069;5.000000;15.000000;#
128736;6.000000;16.000000;#
158969;7.000000;17.000000;#
192933;8.000000;18.000000;#
226926;9.000000;19.000000;#
259200;10.000000;20.000000;#
296279;11.000000;21.000000;#
338657;12.000000;22.000000;#
383281;13.000000;23.000000;#
442100;14.000000;24.000000;#
493784;15.000000;25.000000;#
546838;16.000000;26.000000;#
602624;17.000000;27.000000;#
641862;18.000000;28.000000;#
700794;19.000000;29.000000;#
764174;20.000000;30.000000;#
827255;21.000000;31.000000;#
894011;22.000000;32.000000;#
996006;23.000000;33.000000;#
1072799;24.000000;34.000000;#
1108705;25.000000;35.000000;#
1185157;26.000000;36.000000;#
1266312;27.000000;37.000000;#
1369814;28.000000;38.000000;#
1456147;29.000000;39.000000;#
1554190;30.000000;40.000000;#
1634757;31.000000;41.000000;#
1705561;32.000000;42.000000;#
1795043;33.000000;43.000000;#
1897621;34.000000;44.000000;#
1996335;35.000000;45.000000;#
2138325;36.000000;46.000000;#
2247261;37.000000;47.000000;#
2355300;38.000000;48.000000;#
2465302;39.000000;49.000000;#
2530530;40.000000;50.000000;#
2643744;41.000000;51.000000;#
2774988;42.000000;52.000000;#
2881348;43.000000;53.000000;#
3012157;44.000000;54.000000;#
3177108;45.000000;55.000000;#
3310319;46.000000;56.000000;#
3389029;47.000000;57.000000;#
3524745;48.000000;58.000000;#
3663643;49.000000;59.000000;#
3837344;50.000000;60.000000;#
3984202;51.000000;61.000000;#
4150687;52.000000;62.000000;#
4282453;53.000000;63.000000;#
4380134;54.000000;64.000000;#
4520291;55.000000;65.000000;#
4686138;56.000000;66.000000;#
4841913;57.000000;67.000000;#
5100202;58.000000;68.000000;#
5275835;59.000000;69.000000;#
5440997;60.000000;70.000000;#
5608870;61.000000;71.000000;#
5647208;62.000000;72.000000;#
5813690;63.000000;73.000000;#
6010282;64.000000;74.000000;#
6163620;65.000000;75.000000;#
6356701;66.000000;76.000000;#
6624062;67.000000;77.000000;#
6816328;68.000000;78.000000;#
6893722;69.000000;79.000000;#
7078726;70.000000;80.000000;#
7275886;71.000000;81.000000;#
7546598;72.000000;82.000000;#
7759957;73.000000;83.000000;#
8004738;74.000000;84.000000;#
8157004;75.000000;85.000000;#
8286706;76.000000;86.000000;#
8471052;77.000000;87.000000;#
8700018;78.000000;88.000000;#
8906972;79.000000;89.000000;#
9214066;80.000000;90.000000;#
9435045;81.000000;91.000000;#
9647512;82.000000;92.000000;#
9846106;83.000000;93.000000;#
10066206;84.000000;94.000000;#
10291087;85.000000;95.000000;#
10554188;86.000000;96.000000;#
10765080;87.000000;97.000000;#
11010270;88.000000;98.000000;#
11142067;89.000000;99.000000;#
11403266;90.000000;100.000000;#
11635368;91.000000;101.000000;#
11879778;92.000000;102.000000;#
12129031;93.000000;103.000000;#
12494406;94.000000;104.000000;#
12770881;95.000000;105.000000;#
13097041;96.000000;106.000000;#
13294915;97.000000;107.000000;#
13406171;98.000000;108.000000;#
13641227;99.000000;109.000000;#
15520307;101.000000;121.000000;#
15260450;100.000000;120.000000;#
15729096;102.000000;122.000000;#
15481017;101.000000;121.000000;#
15197607;100.000000;120.000000;#
15743516;102.000000;122.000000;#
15626451;101.000000;121.000000;#
15351360;100.000000;120.000000;#
16169613;103.000000;123.000000;#
15588846;101.000000;121.000000;#
15921933;102.000000;122.000000;#
16347288;104.000000;124.000000;#
16103418;103.000000;123.000000;#
15726956;102.000000;122.000000;#
15171783;100.000000;120.000000;#
15447686;101.000000;121.000000;#
16631820;105.000000;125.000000;#
16361128;104.000000;124.000000;#
16185385;103.000000;123.000000;#
15303360;100.000000;120.000000;#
15779382;102.000000;122.000000;#
15551249;101.000000;121.000000;#
16411279;104.000000;124.000000;#
16688856;105.000000;125.000000;#
15509029;101.000000;121.000000;#
16078137;103.000000;123.000000;#
15804160;102.000000;122.000000;#
15214924;100.000000;120.000000;#
16715340;105.000000;125.000000;#
15254632;100.000000;120.000000;#
16098748;103.000000;123.000000;#
16422403;104.000000;124.000000;#
15897429;102.000000;122.000000;#
16030493;103.000000;123.000000;#
16620447;105.000000;125.000000;#
16358221;104.000000;124.000000;#
16606586;105.000000;125.000000;#
16035503;103.000000;123.000000;#
16317698;104.000000;124.000000;#
15492051;101.000000;121.000000;#
16622009;105.000000;125.000000;#
16444262;104.000000;124.000000;#
16657248;105.000000;125.000000;#
15755429;102.000000;122.000000;#
15504636;101.000000;121.000000;#
15776070;102.000000;122.000000;#
15223015;100.000000;120.000000;#
15477520;101.000000;121.000000;#
15793724;102.000000;122.000000;#
15206663;100.000000;120.000000;#
15270126;100.000000;120.000000;#
16129065;103.000000;123.000000;#
16116404;103.000000;123.000000;#
16448782;104.000000;124.000000;#
16143934;103.000000;123.000000;#
16352329;104.000000;124.000000;#
16617983;105.000000;125.000000;#
16386754;104.000000;124.000000;#
16649980;105.000000;125.000000;#
16639383;105.000000;125.000000;#
21943685;122.000000;142.000000;#
21973034;122.000000;142.000000;#
21959165;122.000000;142.000000;#
16885747;106.000000;126.000000;#
22133313;122.000000;142.000000;#
22022480;122.000000;142.000000;#
22094132;122.000000;142.000000;#
19036745;113.000000;133.000000;#
17300343;107.000000;127.000000;#
17314030;107.000000;127.000000;#
22093517;122.000000;142.000000;#
22079684;122.000000;142.000000;#
17372442;107.000000;127.000000;#
17897756;109.000000;129.000000;#
21923743;122.000000;142.000000;#
21901619;122.000000;142.000000;#
18837659;111.000000;131.000000;#
17232461;107.000000;127.000000;#
17253638;107.000000;127.000000;#
17590985;107.000000;127.000000;#
17588737;107.000000;127.000000;#
19125192;112.000000;132.000000;#
16870753;106.000000;126.000000;#
16908918;106.000000;126.000000;#
16893931;106.000000;126.000000;#
17080295;106.000000;126.000000;#
16983570;106.000000;126.000000;#
16877956;106.000000;126.000000;#
17815032;109.000000;129.000000;#
18057755;109.000000;129.000000;#
17771954;109.000000;129.000000;#
17784354;109.000000;129.000000;#
17601388;108.000000;128.000000;#
17509422;108.000000;128.000000;#
17471834;108.000000;128.000000;#
17538608;108.000000;128.000000;#
17759927;108.000000;128.000000;#
17735604;108.000000;128.000000;#
17571542;108.000000;128.000000;#
17941138;109.000000;129.000000;#
17982302;109.000000;129.000000;#
18092399;110.000000;130.000000;#
18098816;110.000000;130.000000;#
18091952;110.000000;130.000000;#
18120597;110.000000;130.000000;#
18151141;110.000000;130.000000;#
18144612;110.000000;130.000000;#
18376157;110.000000;130.000000;#
18573089;111.000000;131.000000;#
18416331;111.000000;131.000000;#
18484488;111.000000;131.000000;#
18375565;111.000000;131.000000;#
18755046;111.000000;131.000000;#
18389445;111.000000;131.000000;#
18826078;112.000000;132.000000;#
18683306;112.000000;132.000000;#
18754989;112.000000;132.000000;#
18821104;112.000000;132.000000;#
19069781;112.000000;132.000000;#
19042784;112.000000;132.000000;#
19321211;113.000000;133.000000;#
19105410;113.000000;133.000000;#
19095311;113.000000;133.000000;#
19306530;113.000000;133.000000;#
19319317;113.000000;133.000000;#
19329560;113.000000;133.000000;#
19308585;114.000000;134.000000;#
19661382;115.000000;135.000000;#
19655135;115.000000;135.000000;#
19616718;114.000000;134.000000;#
19430831;114.000000;134.000000;#
19468867;114.000000;134.000000;#
19808010;115.000000;135.000000;#
19677092;115.000000;135.000000;#
19704457;114.000000;134.000000;#
19704583;115.000000;135.000000;#
19506431;114.000000;134.000000;#
19452458;114.000000;134.000000;#
19714839;115.000000;135.000000;#
19772577;115.000000;135.000000;#
20172814;116.000000;136.000000;#
20140724;116.000000;136.000000;#
20255727;116.000000;136.000000;#
20081916;116.000000;136.000000;#
20108344;116.000000;136.000000;#
20175162;116.000000;136.000000;#
20174054;116.000000;136.000000;#
20479431;117.000000;137.000000;#
20277309;117.000000;137.000000;#
20310855;117.000000;137.000000;#
20300515;117.000000;137.000000;#
20367324;117.000000;137.000000;#
20279460;117.000000;137.000000;#
20427506;117.000000;137.000000;#
17887508;109.000000;129.000000;#
17111035;106.000000;126.000000;#
17060349;106.000000;126.000000;#
20670017;118.000000;138.000000;#
17837752;109.000000;129.000000;#
16982349;106.000000;126.000000;#
20795615;118.000000;138.000000;#
17868599;109.000000;129.000000;#
20802035;118.000000;138.000000;#
20726832;118.000000;138.000000;#
17235454;107.000000;127.000000;#
18775280;112.000000;132.000000;#
18810918;112.000000;132.000000;#
17228200;107.000000;127.000000;#
18424200;111.000000;131.000000;#
18733090;112.000000;132.000000;#
19125875;113.000000;133.000000;#
17502882;107.000000;127.000000;#
19173474;113.000000;133.000000;#
19162000;113.000000;133.000000;#
17475153;108.000000;128.000000;#
18477138;110.000000;130.000000;#
18121920;110.000000;130.000000;#
17512174;108.000000;128.000000;#
20585272;118.000000;138.000000;#
17885292;108.000000;128.000000;#
20907277;118.000000;138.000000;#
18075827;110.000000;130.000000;#
20659738;118.000000;138.000000;#
18802734;111.000000;131.000000;#
18393388;111.000000;131.000000;#
21012573;119.000000;139.000000;#
21057902;119.000000;139.000000;#
20949941;119.000000;139.000000;#
21090350;119.000000;139.000000;#
20910124;119.000000;139.000000;#
20903484;119.000000;139.000000;#
20961919;119.000000;139.000000;#
21363241;120.000000;140.000000;#
21565130;120.000000;140.000000;#
21387538;120.000000;140.000000;#
21390604;120.000000;140.000000;#
21353158;120.000000;140.000000;#
21570890;120.000000;140.000000;#
21375577;120.000000;140.000000;#
21702389;121.000000;141.000000;#
19459897;114.000000;134.000000;#
21647301;121.000000;141.000000;#
21837706;121.000000;141.000000;#
21859264;121.000000;141.000000;#
21717152;121.000000;141.000000;#
21786880;121.000000;141.000000;#
21765181;121.000000;141.000000;#
19397712;114.000000;134.000000;#
19514152;114.000000;134.000000;#
19686333;115.000000;135.000000;#
19864976;115.000000;135.000000;#
20290806;117.000000;137.000000;#
19642761;115.000000;135.000000;#
19943948;116.000000;136.000000;#
20379446;117.000000;137.000000;#
20400333;117.000000;137.000000;#
20086636;116.000000;136.000000;#
20078149;116.000000;136.000000;#
20652259;118.000000;138.000000;#
20817782;118.000000;138.000000;#
20728119;118.000000;138.000000;#
21044184;119.000000;139.000000;#
21000995;119.000000;139.000000;#
21010182;119.000000;139.000000;#
21438297;120.000000;140.000000;#
21506484;120.000000;140.000000;#
21315713;120.000000;140.000000;#
21710464;121.000000;141.000000;#
21751305;121.000000;141.000000;#
21710884;121.000000;141.000000;#
22420933;123.000000;143.000000;#
22275067;123.000000;143.000000;#
22435391;123.000000;143.000000;#
22234505;123.000000;143.000000;#
22227934;123.000000;143.000000;#
22301342;123.000000;143.000000;#
22312806;123.000000;143.000000;#
22274969;123.000000;143.000000;#
22363895;123.000000;143.000000;#
22348517;123.000000;143.000000;#
22718306;124.000000;144.000000;#
22648194;124.000000;144.000000;#
22696612;124.000000;144.000000;#
22694499;124.000000;144.000000;#
22693585;124.000000;144.000000;#
22630837;124.000000;144.000000;#
22590251;124.000000;144.000000;#
22891770;124.000000;144.000000;#
22655114;124.000000;144.000000;#
22697239;124.000000;144.000000;#
22901686;125.000000;145.000000;#
22996752;125.000000;145.000000;#
23064208;125.000000;145.000000;#
22980725;125.000000;145.000000;#
23122718;125.000000;145.000000;#
22935060;125.000000;145.000000;#
22927431;125.000000;145.000000;#
22967973;125.000000;145.000000;#
23116331;125.000000;145.000000;#
22912492;125.000000;145.000000;#
23495200;126.000000;146.000000;#
23480808;126.000000;146.000000;#
23278811;126.000000;146.000000;#
23550694;126.000000;146.000000;#
23378126;126.000000;146.000000;#
23389971;126.000000;146.000000;#
23334363;126.000000;146.000000;#
23322714;126.000000;146.000000;#
23303258;126.000000;146.000000;#
23606283;126.000000;146.000000;#
23699625;127.000000;147.000000;#
23760812;127.000000;147.000000;#
23617466;127.000000;147.000000;#
23758652;127.000000;147.000000;#
23915196;127.000000;147.000000;#
23642918;127.000000;147.000000;#
23603370;127.000000;147.000000;#
23593239;127.000000;147.000000;#
23913287;127.000000;147.000000;#
23595529;127.000000;147.000000;#
23948045;128.000000;148.000000;#
23984490;128.000000;148.000000;#
23980456;128.000000;148.000000;#
23965951;128.000000;148.000000;#
24174677;128.000000;148.000000;#
24015490;128.000000;148.000000;#
24218486;128.000000;148.000000;#
24194169;128.000000;148.000000;#
24126495;128.000000;148.000000;#
24153399;128.000000;148.000000;#
24372517;129.000000;149.000000;#
24511830;129.000000;149.000000;#
24445288;129.000000;149.000000;#
24516421;129.000000;149.000000;#
24398771;129.000000;149.000000;#
24546896;129.000000;149.000000;#
24337747;129.000000;149.000000;#
24340190;129.000000;149.000000;#
24297858;129.000000;149.000000;#
24342645;129.000000;149.000000;#
24713576;130.000000;150.000000;#
24646428;130.000000;150.000000;#
24704715;130.000000;150.000000;#
25108906;130.000000;150.000000;#
24747070;130.000000;150.000000;#
24750084;130.000000;150.000000;#
24659107;130.000000;150.000000;#
25182551;130.000000;150.000000;#
24924297;130.000000;150.000000;#
24913982;130.000000;150.000000;#
25055139;131.000000;151.000000;#
25189710;131.000000;151.000000;#
25488996;131.000000;151.000000;#
25069241;131.000000;151.000000;#
25292929;131.000000;151.000000;#
25167958;131.000000;151.000000;#
25407606;131.000000;151.000000;#
25212085;131.000000;151.000000;#
25089274;131.000000;151.000000;#
25073074;131.000000;151.000000;#
25385940;132.000000;152.000000;#
25527712;132.000000;152.000000;#
25487141;132.000000;152.000000;#
25379838;132.000000;152.000000;#
25360617;132.000000;152.000000;#
25441693;132.000000;152.000000;#
25408323;132.000000;152.000000;#
25399487;132.000000;152.000000;#
25513787;132.000000;152.000000;#
25404856;132.000000;152.000000;#
25898286;133.000000;153.000000;#
25891980;133.000000;153.000000;#
25855680;133.000000;153.000000;#
25806687;133.000000;153.000000;#
25743125;133.000000;153.000000;#
25814114;133.000000;153.000000;#
25947447;133.000000;153.000000;#
25918720;133.000000;153.000000;#
25716458;133.000000;153.000000;#
25882896;133.000000;153.000000;#
26135733;134.000000;154.000000;#
26251439;134.000000;154.000000;#
26173439;134.000000;154.000000;#
26232721;134.000000;154.000000;#
26171676;134.000000;154.000000;#
26167822;134.000000;154.000000;#
26129461;134.000000;154.000000;#
26113866;134.000000;154.000000;#
26165501;134.000000;154.000000;#
26174386;134.000000;154.000000;#
26584777;135.000000;155.000000;#
26515445;135.000000;155.000000;#
26673333;135.000000;155.000000;#
26686913;135.000000;155.000000;#
26587275;135.000000;155.000000;#
26602214;135.000000;155.000000;#
26489976;135.000000;155.000000;#
26545631;135.000000;155.000000;#
26716220;135.000000;155.000000;#
26632158;135.000000;155.000000;#
26832560;136.000000;156.000000;#
27080232;136.000000;156.000000;#
26841593;136.000000;156.000000;#
27024318;136.000000;156.000000;#
26884097;136.000000;156.000000;#
26888119;136.000000;156.000000;#
26891101;136.000000;156.000000;#
26922588;136.000000;156.000000;#
26882570;136.000000;156.000000;#
26864621;136.000000;156.000000;#
27320217;137.000000;157.000000;#
27331170;137.000000;157.000000;#
27192750;137.000000;157.000000;#
27468301;137.000000;157.000000;#
27378103;137.000000;157.000000;#
27373005;137.000000;157.000000;#
27199946;137.000000;157.000000;#
27285782;137.000000;157.000000;#
27361715;137.000000;157.000000;#
27177531;137.000000;157.000000;#
27976848;138.000000;158.000000;#
27627730;138.000000;158.000000;#
27749808;138.000000;158.000000;#
27674301;138.000000;158.000000;#
27938796;138.000000;158.000000;#
27759553;138.000000;158.000000;#
27690706;138.000000;158.000000;#
27677177;138.000000;158.000000;#
27939776;138.000000;158.000000;#
27637492;138.000000;158.000000;#
28240934;139.000000;159.000000;#
28144659;139.000000;159.000000;#
28286298;139.000000;159.000000;#
28304220;139.000000;159.000000;#
28429687;139.000000;159.000000;#
28109049;139.000000;159.000000;#
28016898;139.000000;159.000000;#
28010259;139.000000;159.000000;#
27934133;139.000000;159.000000;#
28517679;139.000000;159.000000;#
28420960;140.000000;160.000000;#
28929731;140.000000;160.000000;#
28857368;140.000000;160.000000;#
29008011;140.000000;160.000000;#
28345615;140.000000;160.000000;#
28394513;140.000000;160.000000;#
28599633;140.000000;160.000000;#
28527585;140.000000;160.000000;#
28487924;140.000000;160.000000;#
28479395;140.000000;160.000000;#
29005764;141.000000;161.000000;#
28865243;141.000000;161.000000;#
28888800;141.000000;161.000000;#
28706103;141.000000;161.000000;#
28894593;141.000000;161.000000;#
28924068;141.000000;161.000000;#
29070938;141.000000;161.000000;#
28756752;141.000000;161.000000;#
28883790;141.000000;161.000000;#
28874068;141.000000;161.000000;#
29188574;142.000000;162.000000;#
29425165;142.000000;162.000000;#
29100030;142.000000;162.000000;#
29353844;142.000000;162.000000;#
29414999;142.000000;162.000000;#
29071520;142.000000;162.000000;#
29415303;142.000000;162.000000;#
29284760;142.000000;162.000000;#
29278090;142.000000;162.000000;#
29315222;142.000000;162.000000;#
29674412;143.000000;163.000000;#
29668323;143.000000;163.000000;#
29701306;143.000000;163.000000;#
29700637;143.000000;163.000000;#
29608595;143.000000;163.000000;#
29681078;143.000000;163.000000;#
29656212;143.000000;163.000000;#
29668822;143.000000;163.000000;#
29470899;143.000000;163.000000;#
29791113;143.000000;163.000000;#
30091514;144.000000;164.000000;#
30081988;144.000000;164.000000;#
29993581;144.000000;164.000000;#
29865417;144.000000;164.000000;#
30231751;144.000000;164.000000;#
