Bookkeeping: File created on: Thu Mar 10 12:52:15 2016

####DATA_SECTION####
####DATA_START####
1;1457697135641821;Started;Master/Worker;0;-1;-1;2;2;#
140733235632112;1457697135641837;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
2;1457697135641831;Started;Master/Worker;0;-1;-1;3;2;#
5;1457697135641862;Started;Master/Worker;0;-1;-1;4;2;#
4;1457697135641854;Started;Master/Worker;0;-1;-1;5;2;#
0;1457697135641822;Started;Master/Worker;0;-1;-1;6;2;#
140734654410992;1457697135641839;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140734526862448;1457697135641844;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140733235632112;1457697135641849;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
140734654410992;1457697135641854;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140734526862448;1457697135641856;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140733235632112;1457697135641857;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
3;1457697135641843;Started;Master/Worker;0;-1;-1;7;2;#
140735194204144;1457697135641860;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140734526862448;1457697135641867;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140734654410992;1457697135641863;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140733235632112;1457697135641867;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
140737139316976;1457697135641863;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735194204144;1457697135641885;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140734526862448;1457697135641887;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140734654410992;1457697135641887;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140733235632112;1457697135641886;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
140735636351088;1457697135641886;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140737139316976;1457697135641891;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735194204144;1457697135641896;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140734526862448;1457697135641898;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140734654410992;1457697135641899;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140733235632112;1457697135641899;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
140735636351088;1457697135641901;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140737139316976;1457697135641903;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735194204144;1457697135641907;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140734526862448;1457697135641910;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140734654410992;1457697135641911;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140733235632112;1457697135641911;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
140735636351088;1457697135641912;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140737139316976;1457697135641916;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735194204144;1457697135641918;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140734654410992;1457697135641923;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140734526862448;1457697135641922;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140735194204144;1457697135641927;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140735636351088;1457697135641925;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140737139316976;1457697135641926;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735636351088;1457697135641937;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140737139316976;1457697135641939;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735194204144;1457697135641937;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140735636351088;1457697135641945;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140737139316976;1457697135641947;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735636351088;1457697135641954;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140733235632112;1457697135641923;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
140734526862448;1457697135641933;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140733235632112;1457697135642050;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
140734526862448;1457697135642055;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140734654410992;1457697135641932;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140733235632112;1457697135642058;Appeared;Master/Worker;1;1306222124;140733235630360;2;2;#
140734526862448;1457697135642062;Appeared;Master/Worker;2;2219298348;140734526860696;3;2;#
140734654410992;1457697135642065;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140735194204144;1457697135641947;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140734654410992;1457697135642074;Appeared;Master/Worker;0;3502358060;140734654409240;6;2;#
140735194204144;1457697135642078;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140737139316976;1457697135641955;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
0;1457697135642081;Ended;Master/Worker;0;-1;-1;6;2;#
140735194204144;1457697135642085;Appeared;Master/Worker;3;3608731180;140735194202392;7;2;#
140737139316976;1457697135642087;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735636351088;1457697135641963;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140737139316976;1457697135642095;Appeared;Master/Worker;4;922857004;140737139315224;5;2;#
140735636351088;1457697135642098;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
140735636351088;1457697135642106;Appeared;Master/Worker;5;2913881644;140735636349336;4;2;#
22;1457697135642142;Started;Master/Worker;0;-1;-1;6;2;#
140734654410992;1457697135642147;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642154;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642161;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642170;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642176;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642183;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642190;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642196;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642202;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
140734654410992;1457697135642209;Appeared;Master/Worker;22;3502358060;140734654409240;6;2;#
1;1457697135656862;Ended;Master/Worker;0;-1;-1;2;2;#
23;1457697135656926;Started;Master/Worker;0;-1;-1;2;2;#
-4503599627370496;1457697135656932;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656942;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656948;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656953;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656959;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656965;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656970;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656976;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656983;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
-4503599627370496;1457697135656988;Appeared;Master/Worker;23;1306222124;140733235630360;2;2;#
2;1457697135674313;Ended;Master/Worker;0;-1;-1;3;2;#
24;1457697135674369;Started;Master/Worker;0;-1;-1;3;2;#
-4503599627370496;1457697135674374;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674381;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674387;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674395;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674400;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674406;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674412;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674418;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674425;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
-4503599627370496;1457697135674431;Appeared;Master/Worker;24;2219298348;140734526860696;3;2;#
6;1457697135641419;Started;Master/Worker;0;-1;-1;8;2;#
140737154890224;1457697135643811;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643818;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643820;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643821;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643823;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643824;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643826;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643827;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643960;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
140737154890224;1457697135643962;Appeared;Master/Worker;6;3675143724;140737154888472;8;2;#
7;1457697135641419;Started;Master/Worker;0;-1;-1;9;2;#
140733520397552;1457697135643812;Appeared;Master/Worker;7;1223073324;140733520395800;9;2;#
140733520397552;1457697135643817;Appeared;Master/Worker;7;1223073324;140733520395800;9;2;#
140733520397552;1457697135643819;Appeared;Master/Worker;7;1223073324;140733520395800;9;2;#
3;1457697135692353;Ended;Master/Worker;0;-1;-1;7;2;#
25;1457697135692416;Started;Master/Worker;0;-1;-1;7;2;#
-4503599627370496;1457697135692418;Appeared;Master/Worker;25;3608731180;140735194202392;7;2;#
-4503599627370496;1457697135692428;Appeared;Master/Worker;25;3608731180;140735194202392;7;2;#
-4503599627370496;1457697135692433;Appeared;Master/Worker;25;3608731180;140735194202392;7;2;#
-4503599627370496;1457697135692442;Appeared;Master/Worker;25;3608731180;140735194202392;7;2;#
